Código del Gran Grupo;Nombre del Gran Grupo;Código del Subgrupo Principal;Nombre del Subgrupo Principal;Código del Subgrupo;Nombre del Subgrupo;Código del Grupo Primario;Nombre del Grupo Primario;Código de la Ocupación;Nombre de la Ocupación;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;21;PROFESIONALES DE LAS CIENCIAS Y DE LA INGENIERÍA;216;Arquitectos, planificadores, topógrafos y diseñadores;2166;Diseñadores gráficos y multimedia;21661;Diseñadores gráficos / Diseñadoras gráficas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;21;PROFESIONALES DE LAS CIENCIAS Y DE LA INGENIERÍA;216;Arquitectos, planificadores, topógrafos y diseñadores;2166;Diseñadores gráficos y multimedia;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;221;Médicos;2211;Médicos generales;22110;Médicos generales / Médicas generales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;221;Médicos;2212;Médicos especialistas;22120;Médicos especialistas / Médicas especialistas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;222;Profesionales de enfermería;2221;Profesionales de enfermería;22210;Profesionales de enfermería;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;223;Profesionales de medicina tradicional y alternativa;2230;Profesionales de medicina tradicional y alternativa;22300;Profesionales de medicina tradicional y alternativa;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;224;Paramédicos e instrumentadores quirúrgicos;2240;Paramédicos e instrumentadores quirúrgicos;22401;Paramédicos / Paramédicas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;224;Paramédicos e instrumentadores quirúrgicos;2240;Paramédicos e instrumentadores quirúrgicos;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;225;Veterinarios;2250;Veterinarios;22500;Veterinarios / Veterinarias;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2261;Odontólogos;22611;Odontólogos generales / Odontólogas generales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2261;Odontólogos;22612;Odontólogos especialistas / Odontólogas especialistas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2262;Farmacéuticos y químicos farmacéuticos;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2263;Profesionales de la salud y la higiene laboral y ambiental;22630;Profesionales de la salud y la higiene laboral y ambiental;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2264;Fisioterapeutas;22640;Fisioterapeutas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2265;Nutricionistas dietistas;22650;Nutricionistas dietistas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2266;Fonoaudiólogos y terapeutas del lenguaje;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2267;Optómetras;22670;Optómetras;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2269;Otros profesionales de la salud no clasificados en otros grupos primarios;22691;Terapeutas ocupacionales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2269;Otros profesionales de la salud no clasificados en otros grupos primarios;22692;Profesionales en terapia respiratoria;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2269;Otros profesionales de la salud no clasificados en otros grupos primarios;22693;Otros profesionales de terapia / Otras profesionales de terapia;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;22;PROFESIONALES DE LA SALUD;226;Otros profesionales de la salud;2269;Otros profesionales de la salud no clasificados en otros grupos primarios;22699;Profesionales de la salud no clasificados en otras ocupaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;231;Profesores de instituciones de educación superior;2310;Profesores de instituciones de educación superior;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;232;Profesores de formación profesional;2320;Profesores de formación profesional;23200;Profesores de formación profesional / Profesoras de formación profesional;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;233;Profesores de educación secundaria;2330;Profesores de educación secundaria;23300;Profesores de educación secundaria / Profesoras de educación secundaria;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;234;Profesores de educación primaria y de primera infancia;2341;Profesores de educación básica primaria;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;234;Profesores de educación primaria y de primera infancia;2342;Profesores de primera infancia y preescolar;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2351;Especialistas en métodos y procesos pedagógicos;23510;Especialistas en métodos y procesos pedagógicos;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2352;Profesores de educación especial e inclusiva y reeducadores;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2352;Profesores de educación especial e inclusiva y reeducadores;23522;Pedagogos reeducadores / Pedagogas reeducadoras;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2353;Otros profesores de idiomas;23530;Otros profesores de idiomas / Otras profesoras de idiomas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2354;Otros profesores de música;23540;Otros profesores de música / Otras profesoras de música;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2355;Otros profesores de artes;23550;Otros profesores de artes / Otras profesoras de artes;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2356;Instructores de tecnología de la información;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2359;Otros profesionales de la educación no clasificados en otros grupos primarios;23591;Orientadores educativos / Orientadoras educativas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;23;PROFESIONALES DE LA EDUCACIÓN;235;Otros profesionales de la educación;2359;Otros profesionales de la educación no clasificados en otros grupos primarios;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;241;Profesionales en finanzas;2411;Contadores y auditores financieros;24111;Contadores / Contadoras;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;241;Profesionales en finanzas;2411;Contadores y auditores financieros;24112;Auditores financieros y contables / Auditoras financieras y contables;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;241;Profesionales en finanzas;2412;Asesores financieros y de inversiones;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;241;Profesionales en finanzas;2413;Analistas financieros;24130;Analistas financieros / Analistas financieras;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;242;Profesionales de la administración;2421;Profesionales y analistas de gestión y organización;24210;Profesionales y analistas de gestión y organización;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;242;Profesionales de la administración;2422;Profesionales en políticas sociales y de administración;24220;Profesionales en políticas sociales y de administración;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;242;Profesionales de la administración;2423;Profesionales de gestión de talento humano;24231;Profesionales de talento humano;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;242;Profesionales de la administración;2423;Profesionales de gestión de talento humano;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;242;Profesionales de la administración;2424;Profesionales en formación, desarrollo de personal y evaluación de competencias;24241;Profesionales de formación y desarrollo de personal;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;242;Profesionales de la administración;2424;Profesionales en formación, desarrollo de personal y evaluación de competencias;24242;Evaluadores de competencias laborales / Evaluadoras de competencias laborales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;243;Profesionales de las ventas, la comercialización y las relaciones públicas;2431;Profesionales de la publicidad y la comercialización;24311;Profesionales en mercadeo y publicidad;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;243;Profesionales de las ventas, la comercialización y las relaciones públicas;2431;Profesionales de la publicidad y la comercialización;24312;Administradores de comunidades virtuales / Administradoras de comunidades virtuales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;243;Profesionales de las ventas, la comercialización y las relaciones públicas;2431;Profesionales de la publicidad y la comercialización;24313;Profesionales en negocios internacionales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;243;Profesionales de las ventas, la comercialización y las relaciones públicas;2432;Profesionales de relaciones públicas y comunicaciones;24320;Profesionales de relaciones públicas y comunicaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;243;Profesionales de las ventas, la comercialización y las relaciones públicas;2433;Profesionales de ventas técnicas y médicas (excluyendo las TIC);24330;Profesionales de ventas técnicas y médicas (excluyendo las TIC);
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;24;PROFESIONALES DE NEGOCIOS Y DE ADMINISTRACIÓN;243;Profesionales de las ventas, la comercialización y las relaciones públicas;2434;Profesionales de ventas de tecnología de la información y las comunicaciones;24340;Profesionales de ventas de tecnología de la información y las comunicaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;251;Desarrolladores y analistas de software y multimedia;2511;Analistas de sistemas;25110;Analistas de sistemas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;251;Desarrolladores y analistas de software y multimedia;2512;Desarrolladores de software;25120;Desarrolladores de software / Desarrolladoras de software;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;251;Desarrolladores y analistas de software y multimedia;2513;Desarrolladores web y multimedia;25130;Desarrolladores Web y multimedia / Desarrolladoras Web y multimedia;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;251;Desarrolladores y analistas de software y multimedia;2514;Programadores de aplicaciones;25140;Programadores de aplicaciones / Programadoras de aplicaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;251;Desarrolladores y analistas de software y multimedia;2519;Desarrolladores y analistas de software y multimedia no clasificados en otros grupos primarios;25190;Desarrolladores y analistas de software y multimedia no clasificados en otras ocupaciones / Desarrolladoras y analistas de software y multimedia no clasificadas en otras ocupaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;252;Profesionales en bases de datos y en redes de computadores;2521;Diseñadores y administradores de bases de datos;25210;Diseñadores y administradores de bases de datos / Diseñadoras y administradoras de bases de datos;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;252;Profesionales en bases de datos y en redes de computadores;2522;Administradores de sistemas;25220;Administradores de sistemas / Administradoras de sistemas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;252;Profesionales en bases de datos y en redes de computadores;2523;Profesionales en redes de computadores;25230;Profesionales en redes de computadores;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;25;PROFESIONALES DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES;252;Profesionales en bases de datos y en redes de computadores;2529;Profesionales en bases de datos y en redes de computadores no clasificados en otros grupos primarios;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;261;Profesionales en derecho;2611;Abogados;26110;Abogados / Abogadas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;261;Profesionales en derecho;2612;Jueces;26120;Jueces / Juezas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;261;Profesionales en derecho;2619;Profesionales en derecho no clasificados en otros grupos primarios;26191;Profesionales en ciencias forenses;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;261;Profesionales en derecho;2619;Profesionales en derecho no clasificados en otros grupos primarios;26199;Profesionales en derecho no clasificados en otras ocupaciones;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26211;Archivistas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26214;Museólogos y museógrafos / Museólogas y museógrafas;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26215;Restauradores y conservadores de patrimonio cultural mueble / Restauradoras y conservadoras de patrimonio cultural mueble;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;
2;PROFESIONALES, CIENTÍFICOS E INTELECTUALES;26;PROFESIONALES EN DERECHO, EN CIENCIAS SOCIALES Y CULTURALES;262;Bibliotecarios, archivistas y curadores de arte;2621;Archivistas, curadores de arte y restauradores;26219;Otros archivistas, curadores de arte y restauradores no clasificados en otras ocupaciones / Otras archivistas, curadoras de arte y restauradoras no clasificadas en otras ocupaciones;
